W,T_hot,Tc,Tc_std,Tm,Tm2
3.18,200,168.3182609780056,21.515793445233125,49.73211099124674,46.08332159373512
3.19,200,168.89330273686707,21.08123116014065,49.734051540179436,46.07209471215936
3.2,200,168.89173031674693,21.08310140817082,49.737936347632626,46.266731135131415
3.21,200,169.4761126464042,20.64358596782295,49.67603717631142,46.23209531021909
3.22,200,169.44425525659815,20.653304181617372,49.67697511904851,46.00816719553517
3.23,200,170.06018330386496,20.198243359544882,49.67965500429724,46.22014994212
3.25,200,170.6545335960777,19.747827937914334,49.683136045462284,46.20753294837458
3.24,200,170.05280908809223,20.1960543303335,49.6814676803874,46.22015450395444
3.26,200,170.63549061933261,19.75382102388745,49.684881810282164,46.2075331394954
3.27,200,171.25915990758145,19.292449618972956,49.686483137776854,46.194207938065645
3.3,200,171.8713865464722,18.827804799367133,49.69132156928736,46.18014218887162
3.29,200,171.8740603562222,18.832219354958212,49.68970217525368,46.18013640171355
3.28,200,171.25493700732864,19.288765442045396,49.6881650112509,46.19421327322994
3.31,200,172.49923465356642,18.36724930854357,49.692795862773636,46.165277944913086
3.32,200,172.49809189585747,18.362115562970093,49.69435563063857,46.16528423264865
3.34,200,173.13505366246036,17.891811281266136,49.69727125421625,46.149596627990896
3.33,200,173.13468395342704,17.897653039380682,49.695769763925824,46.14958978664711
3.35,200,173.78041068818848,17.42354570307571,49.6986264513066,46.13302704521269
3.36,200,173.7822734549259,17.417007275681435,49.70007235912734,46.13303449822867
3.37,200,174.43641839290945,16.945044262335653,49.70137116910109,46.11554213714135
3.38,200,174.42348332340882,16.948718139992728,49.70276277910715,46.11554221771114
3.4,200,175.11164891907308,16.459803734604474,49.70655547438153,46.29310773113258
3.41,200,175.80025798113277,15.969432960560379,49.707712917268594,46.30339047625908
3.39,200,175.09226719475458,16.465164117578883,49.703409686909545,45.86769474898348
3.42,200,175.80646068035554,15.960894743451462,49.70897397641449,46.303399706691856
3.43,200,176.48705822293422,15.478411027769925,49.71008105294808,46.283592056643634
3.44,200,176.49466226695958,15.469226394768135,49.71129532942467,46.28360216002729
3.45,200,177.18414600930663,14.983477560514308,49.71235421166097,46.26267446750277
3.46,200,177.19312245875568,14.973662053664137,49.71352282415065,46.26268553617618
3.47,200,177.88110737251543,14.487838571231539,49.71401367529763,46.01243202783675
3.48,200,177.90184259077685,14.474332694221562,49.715659627486886,46.24058720275232
3.52,200,179.3500635303066,13.464921082452486,49.719673401655186,46.19257708616944
3.5,200,178.62082315581156,13.971372891735488,49.71770882982722,46.217241181292906
3.49,200,178.60920247116368,13.982396379853846,49.71662607926394,46.21722786283081
3.51,200,179.33717940057284,13.476517195914303,49.718630976056,46.192562458651416
0.2,220,219.4855291512512,2.1023315265224234,41.26159325666433,41.14692771960125
0.21,220,219.437534680963,2.23304940056218,41.27470297891958,41.06814034256973
3.53,200,180.07545996982404,12.967263961015101,49.72055312337256,46.16650457040558
0.22,220,219.39475238320153,2.3435290147437486,41.396208581913726,41.17490206817947
0.25,220,219.25390195973335,2.680035593546471,41.8558960360557,41.6868127126518
0.24,220,219.3063960997916,2.55469566604253,41.74163798024132,41.58545165742559
0.27,220,219.1509019448141,2.9154135720199776,42.08155270695185,41.88245407039856
0.28,220,219.1014013503235,3.0237541334064284,42.19312495834166,41.97687762315507
0.29,220,219.0411734897463,3.155090163815222,42.301124691991845,42.069111950102105
0.3,220,218.9844766209102,3.2788379750725296,42.30635160896057,41.956117306484956
0.31,220,218.92003901140012,3.413452335560439,42.41361810951649,42.04256161321281
3.54,200,180.06883332371294,12.968846577349082,49.721556236333846,46.166504596698424
0.32,220,218.86457649054847,3.524759066056446,42.51945359441303,42.12701469947383
0.23,220,219.34718412245252,2.460793730737609,41.51589725081105,41.29025166136811
0.33,220,218.80077537066595,3.647655456504273,42.72413931726622,42.41740525193567
0.34,220,218.7424647962278,3.760099210211531,42.82791672989145,42.49957527574472
0.26,220,219.20535260013568,2.7937670208690206,41.970585726274265,41.78579430657365
0.35,220,218.66967395836275,3.9007097462122706,42.9284889273055,42.579865393340405
0.36,220,218.60825507416442,4.014624832191393,43.030090813875766,42.65833769913027
3.56,200,180.81807767199953,12.456162327442968,49.72336011380329,46.13897474363053
3.55,200,180.8240465517495,12.45478017415113,49.722394359061724,46.13897472103382
0.39,220,218.37866256752494,4.436757171896635,43.23024065848719,42.66621322320381
3.57,200,181.58294056902307,11.939213228508791,49.724158372647224,46.10988885147901
0.4,220,218.3185755378162,4.532361493309647,43.514993063167196,42.96814557572002
0.38,220,218.4573563973349,4.299619296641089,43.13160561675197,42.594462324819595
3.58,200,181.57759891453773,11.940407698644114,49.725087734175645,46.10988887088634
0.42,220,218.1665609376979,4.78479072265746,43.727593028191606,43.25416702806153
0.44,220,217.99961715578806,5.058905164416972,43.91036689953429,43.40433854821394
0.43,220,218.0750248272154,4.937646428325762,43.81835600332981,43.33917016564542
0.45,220,217.90263783568574,5.2151425770855635,43.99956654066662,43.467999917392
0.37,220,218.53097547648815,4.158399885191022,43.12858990430515,42.73501254947445
0.49,220,217.52685823639536,5.786757383107319,44.3530982350373,43.70820145154029
